Category,SubCategory,Brand,Start_Week,Year,Sales,Unit_lift,Revenue,Rev_lift
Accessories,Hair Decorations,SCUNCI,4/7/2017,2017,8882,756,9996300,3599
Accessories,Bathroom Products,S&G BATH ACCESS,28-03-2017,2017,3711,3451,9997000,7295
Hair,Hair Shampoo,Garnier,28-06-2016,2016,30038,-13556,17385200,-31282
Mens,Anti-Perspirants,L'OREAL,9/11/2015,2015,14274,2206,10010200,-2954
Toiletries,Anti-Perspirants,Pantene,8/2/2016,2016,8651,7750,10019100,12423
Hair,Hair Conditioner,Clairol,24-05-2016,2016,26913,17526,10018200,-7439
Mens,Hair Colours,JUST FOR MEN,3/1/2017,2017,8363,-564,10021500,-3525
Hair,Hair Shampoo,Nivea,11/4/2017,2017,8649,8188,10022100,13801
Accessories,False Eyelashes,KISS,23-11-2015,2015,3096,6857,10028200,8141
Accessories,Cosmetic Applicators,ECOTOOLS,20-12-2016,2016,8365,665,10027600,4030
Toiletries,Sanitary Towels,Crest,11/4/2017,2017,26686,-3885,10028700,-2882
Hair,Hair Conditioner,Dove,22-11-2016,2016,2809,3304,10028500,-1343
Toiletries,Sanitary Towels,Garnier,29-11-2016,2016,37474,13261,10033600,-11251
Toiletries,Anti-Perspirants,L'oreal,19-09-2017,2017,6544,7944,10033100,11126
Accessories,Grooming Tools,CHAMPNEYS,1/2/2016,2016,3720,7173,10037700,-35862
Toiletries,Body Sprays,L'oreal,29-03-2016,2016,13478,2310,10040600,10746
Mens,Razors & Blades,GILLETTE,28-12-2015,2015,37247,-1358,10038300,-1981
Mens,Shower Gels,FCUK,26-09-2017,2017,2007,2914,10042100,-14698
Accessories,Nail Care Products,SALLY HANSEN,17-05-2016,2016,17112,-331,10046200,-18582
Toiletries,Shower Gels,Clairol,1/3/2016,2016,37206,-2678,10049600,-2520
Hair,Hair Colours,Shiseido,10/10/2017,2017,8189,8876,10054500,28356
Hair,Hair Colours,Garnier,28-12-2015,2015,4640,-596,44400,-276
Toiletries,Toilet Tissues,Pantene,7/12/2015,2015,12964,2003,10057900,-9101
Mens,Hair Shampoo,TONI & GUY,4/4/2017,2017,728,213,10057400,-6780
Toiletries,Talcum Powders,Shiseido,21-02-2017,2017,1640,3035,10061300,10141
Mens,Shower Gels,TED BAKER,26-10-2015,2015,3000,-14859,10062100,-45618
Accessories,Nail Enamel Removers,ELEGANT TOUCH,12/4/2016,2016,725,-590,10065200,2586
Accessories,False Eyelashes,WUNDERBROW,16-08-2016,2016,2347,1166,10064500,2836
Hair,Hair Shampoo,Neutrogena,26-10-2015,2015,16432,12512,10068500,-16291
Hair,Hair Shampoo,Clairol,19-07-2016,2016,8881,379,10066400,-1186
Hair,Hair Conditioner,Dove,7/6/2016,2016,14205,2306,10068500,2627
Mens,Shower Gels,DOVE,9/8/2016,2016,8816,1109,10071400,17922
Hair,Hair Conditioner,Shiseido,16-08-2016,2016,4985,-131,10076300,-5519
Accessories,Hair Decorations,KITSCH,9/11/2015,2015,816,440,10080800,-930
Hair,Hair Conditioner,Matrix,8/8/2017,2017,1437,1184,10083400,2700
Toiletries,Soaps,Matrix,12/4/2016,2016,651,-1433,10083300,-16580
Mens,Hair Shampoo,TREVOR SORBIE,11/7/2017,2017,887,-1170,10085700,-6727
Hair,Hair Shampoo,Shiseido,6/12/2016,2016,30961,18127,10084700,-38087
Hair,Hair Styling,Aveda,8/2/2016,2016,47228,4930,10087300,8436
Hair,Hair Conditioner,Pantene,15-03-2016,2016,26854,-14807,10084900,-15206
Mens,Shower Gels,NIVEA,19-07-2016,2016,15653,1100,10089800,-14555
Mens,Hair Styling,VO5,17-01-2017,2017,25327,738,10096900,6995
Accessories,Hair Combs/Brushes,DENMAN,20-12-2016,2016,25299,-1461,10105600,-4426
Toiletries,Soaps,Nivea,21-06-2016,2016,890,-470,10105900,2982
Mens,Hair Shampoo,TONI & GUY,21-02-2017,2017,816,-136,10107800,-4522
Mens,After Shaves,BRUT,12/7/2016,2016,733,-334,10110100,-15162
Mens,Facial Cleansers,NIVEA,21-06-2016,2016,3721,5349,10108400,710
Hair,Hair Conditioner,Aveda,4/1/2016,2016,3691,6620,10112200,14552
Accessories,Nail Care Access.,TWEEZERMAN,8/2/2016,2016,1148,2606,10114900,12190
Mens,Hair Styling,SCHWARZKOPF,29-11-2016,2016,8360,2780,10113000,6223
Accessories,Grooming Tools,ELEGANT TOUCH,15-08-2017,2017,1079,449,10115400,-916
Toiletries,Anti-Perspirants,Shiseido,2/5/2017,2017,3719,6355,10119200,1316
Hair,Hair Conditioner,Matrix,16-08-2016,2016,8712,16803,10119800,26460
Accessories,False Eyelashes,RAPID LASH,18-07-2017,2017,814,-237,10123600,-5946
Accessories,False Eyelashes,RAPID LASH,28-03-2017,2017,898,591,10122200,-1501
Accessories,Cosmetic Applicators,REAL TECHNIQUES,26-09-2017,2017,25537,1242,10123400,3183
Mens,Shower Gels,FCUK,16-08-2016,2016,2238,4382,10124200,-42392
Toiletries,Hand Wash,Garnier,11/4/2017,2017,1431,757,10125700,1595
Accessories,False Nails,KISS,11/10/2016,2016,6494,-7374,10123800,-26020
Toiletries,Toilet Tissues,L'oreal,18-01-2016,2016,14264,-815,10129100,-9491
Mens,Body Sprays,LYNX,31-05-2016,2016,30897,15132,10133300,5595
Hair,Hair Shampoo,Crest,8/3/2016,2016,2812,4648,10134000,6153
Mens,Facial Scrubs,BULLDOG,18-07-2017,2017,1434,2687,10134500,8302
Mens,Anti-Perspirants,OLD SPICE,15-02-2016,2016,3549,3664,10134100,-21499
Mens,Hair Styling,MR,14-03-2017,2017,889,93,10137900,-4164
Hair,Hair Conditioner,Shiseido,11/7/2017,2017,14235,2949,10137800,20960
Hair,Hair Colours,Olay,15-02-2016,2016,37238,1650,10142600,745
Hair,Hair Styling,Neutrogena,15-02-2016,2016,1697,1217,10142900,9711
Hair,Hair Shampoo,Clairol,12/7/2016,2016,8827,178,10144700,-3385
Mens,Anti-Perspirants,NIVEA,27-09-2016,2016,32775,-31740,10149800,-45886
Accessories,Nail Care Products,SALLY HANSEN,1/3/2016,2016,16437,8004,10148800,1919
Hair,Hair Colours,Crest,2/5/2017,2017,26686,-10703,10149500,-10903
Toiletries,Soaps,Nivea,2/11/2015,2015,719,-554,10155600,1585
Mens,Body Sprays,FCUK,25-01-2016,2016,8664,-245,10157400,-4255
Mens,After Shaves,OLD SPICE,26-10-2015,2015,653,-2400,10157700,-20037
Mens,Hair Styling,FUDGE,14-12-2015,2015,3546,4566,10160300,-22980
Accessories,Hair Combs/Brushes,MARK HILL,16-05-2017,2017,1430,831,10162900,-7300
Accessories,Cosmetic Applicators,ECO TOOLS,28-02-2017,2017,2712,-1501,10165300,-16139
Accessories,Wash Accessories,BOTANICS,8/11/2016,2016,6507,6344,10177700,5480
Hair,Hair Conditioner,Dove,11/1/2016,2016,25423,-1187,10176300,-3143
Mens,Facial Scrubs,NIVEA,9/8/2016,2016,658,-4057,10181600,-14502
Hair,Hair Conditioner,Clairol,13-06-2017,2017,15647,1609,10198600,-29077
Mens,After Shaves,LYNX,14-06-2016,2016,1155,-4720,10203300,-23511
Accessories,Hold Ups,ARISTOC,19-07-2016,2016,812,-1389,10206800,-5536
Mens,Hair Styling,FUDGE,12/7/2016,2016,2812,5534,10205800,14606
Toiletries,Soaps,L'oreal,31-01-2017,2017,800,94,10210800,-5131
Toiletries,Anti-Perspirants,Matrix,3/5/2016,2016,37445,16992,10210200,21260
Toiletries,Anti-Perspirants,Aveda,3/5/2016,2016,4941,-2647,10216300,-20401
Toiletries,Soaps,Crest,30-05-2017,2017,8880,366,10215100,12504
Hair,Hair Shampoo,Dove,5/9/2017,2017,25584,2440,10217700,10333
Accessories,Hair Combs/Brushes,KENT,28-06-2016,2016,6722,2259,10221400,60917
Toiletries,Anti-Perspirants,Dove,22-02-2016,2016,6553,8024,10220100,12233
Hair,Hair Shampoo,Shiseido,1/11/2016,2016,25419,-2128,10223500,-8661
Hair,Hair Conditioner,Clairol,18-01-2016,2016,2025,274,10224500,-27013
Toiletries,Soaps,Garnier,25-07-2017,2017,1148,-2347,10228000,-8933
Mens,Facial Scrubs,NIVEA,15-02-2016,2016,732,-175,10230400,5328
Mens,Anti-Perspirants,RIGHT GUARD,4/4/2017,2017,8808,803,10232500,-470
Mens,Anti-Perspirants,L'OREAL,11/10/2016,2016,30730,19133,10231000,15653
Mens,Facial Moisturisers,L'OREAL,13-12-2016,2016,17159,-1468,10235700,-15125
Mens,Razors & Blades,GILLETTE,22-02-2016,2016,47444,-3529,10233700,-8187
Mens,Facial Cleansers,DOVE,29-08-2017,2017,2010,1613,10238400,6107
Hair,Hair Conditioner,Aveda,22-11-2016,2016,2944,-2455,10237600,-50339
Accessories,False Nails,KISS,15-02-2016,2016,4952,1368,10239600,7886
Toiletries,Sanitary Towels,L'oreal,14-02-2017,2017,26755,-11273,10237600,-11535
Mens,Anti-Perspirants,RIGHT GUARD,7/2/2017,2017,8373,2771,10239900,5580
Accessories,False Eyelashes,RAPID LASH,30-08-2016,2016,895,511,10241100,539
Toiletries,Hand Wash,Olay,16-11-2015,2015,12977,7728,10239600,-58533
Accessories,Cosmetic Applicators,REAL TECHNIQUES,21-03-2017,2017,26784,-2151,10241100,-1207
Toiletries,Anti-Perspirants,Neutrogena,4/1/2016,2016,8814,2201,10240000,29397
Accessories,Nail Enamel Removers,ELEGANT TOUCH,6/9/2016,2016,807,-20,10243300,-5841
Hair,Hair Shampoo,L'oreal,30-08-2016,2016,37248,949,10243200,560
Mens,Hair Styling,FISH,3/1/2017,2017,6502,3935,10245500,5715
Accessories,Nail Care Access.,TWEEZERMAN,10/5/2016,2016,892,428,10245000,-750
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,28-02-2017,2017,6510,5511,10247600,7078
Mens,Razors & Blades,WILKINSON SWORD,16-08-2016,2016,14329,6023,10248000,21716
Toiletries,Sanitary Towels,Aveda,29-08-2017,2017,31135,25656,10251100,26718
Hair,Hair Styling,L'oreal,29-03-2016,2016,7913,5205,10255100,-48964
Toiletries,Anti-Perspirants,Olay,12/4/2016,2016,8570,5261,10253900,36951
Hair,Hair Conditioner,Nivea,29-08-2017,2017,37193,-7386,10257500,-6013
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,24-05-2016,2016,6524,4405,10263600,5449
Toiletries,Soaps,Garnier,28-02-2017,2017,3540,1058,10270600,-6830
Hair,Hair Styling,L'oreal,29-11-2016,2016,7916,2244,10272000,-58749
Toiletries,Shower Gels,L'oreal,30-05-2017,2017,3716,10051,10273800,-34412
Mens,After Shaves,LYNX,5/7/2016,2016,769,7674,10273700,30135
Accessories,False Eyelashes,WUNDERBROW,20-12-2016,2016,2848,4280,10275200,-39876
Accessories,Nail Care Access.,TWEEZERMAN,5/7/2016,2016,804,139,10276700,-2697
Accessories,Nail Enamel Removers,ELEGANT TOUCH,23-08-2016,2016,811,483,10279200,668
Accessories,False Eyelashes,ARDELL,18-07-2017,2017,6801,4,10277700,2957
Mens,Anti-Perspirants,L'OREAL,18-10-2016,2016,26837,-1163,10284100,-1469
Toiletries,Soaps,Crest,22-11-2016,2016,6520,5388,10287400,1913
Mens,Facial Scrubs,NIVEA,7/2/2017,2017,816,526,10290200,-191
Toiletries,Soaps,Garnier,20-09-2016,2016,805,-1163,10292300,-2484
Accessories,Cosmetic Applicators,ECOTOOLS,31-01-2017,2017,3544,3150,10295100,-2907
Toiletries,Toilet Tissues,Aveda,21-02-2017,2017,14249,2958,10304000,6789
Toiletries,Body Moisturisers,Neutrogena,12/7/2016,2016,780,2039,10309100,6095
Toiletries,Soaps,Crest,13-09-2016,2016,815,-1096,10308600,-4694
Hair,Hair Colours,Clairol,5/9/2017,2017,8322,3903,10311400,3472
Hair,Hair Shampoo,HERBAL ESSENCES,28-12-2015,2015,8573,6882,10311700,33335
Mens,Facial Scrubs,L'OREAL,21-12-2015,2015,3543,246,10318300,-13582
Accessories,Nail Enamels,SENSATIONAIL,30-05-2017,2017,814,-634,10321700,473
Accessories,Toiletry & Cos Bags,TED BAKER,16-11-2015,2015,8285,13695,10319600,17205
Hair,Hair Colours,Clairol,4/10/2016,2016,8614,5375,10322200,22214
Accessories,Hair Combs/Brushes,MARK HILL,4/1/2016,2016,2881,2108,10324200,-34944
Mens,Hair Styling,FUDGE,4/10/2016,2016,2796,-1262,10324400,-7438
Toiletries,Shower Gels,Dove,17-10-2017,2017,28626,2268,10325200,-33287
Hair,Hair Colours,TRESEMME,18-01-2016,2016,6501,6392,10329700,8165
Mens,Hair Styling,GRIZZLY BEARD,25-10-2016,2016,2361,-244,10332400,-3889
Accessories,Nail Care Products,SENSATIONAIL,21-03-2017,2017,3547,4684,10336600,-10719
Accessories,Wash Accessories,ESSENTIALS ACCESSO,10/5/2016,2016,2275,4663,10335200,14559
Mens,Hair Shampoo,TONI & GUY,13-09-2016,2016,711,-979,10343300,-10017
Hair,Hair Shampoo,Crest,18-07-2017,2017,8674,9294,10354500,2711
Toiletries,Toilet Tissues,Olay,27-09-2016,2016,8660,-811,10361000,-6378
Mens,Shower Gels,DOVE,21-02-2017,2017,8618,914,10363100,1572
Accessories,Hold Ups,ARISTOC,12/4/2016,2016,805,-1093,10364500,-2817
Mens,Anti-Perspirants,OLD SPICE,9/11/2015,2015,2808,4203,10371000,8642
Toiletries,Shower Gels,Clairol,1/8/2017,2017,15660,4996,10370000,-25896
Hair,Hair Styling,Neutrogena,17-10-2017,2017,8409,-300,10375700,-2833
Mens,Facial Cleansers,DOVE,28-06-2016,2016,902,-377,10385300,3252
Hair,Hair Styling,Garnier,28-12-2015,2015,33481,5022,2296100,10042
Mens,Hair Styling,FISH,2/8/2016,2016,8656,12964,10392000,11279
Toiletries,Soaps,Neutrogena,3/10/2017,2017,3587,13369,10394600,19708
Toiletries,Shower Gels,Aveda,22-03-2016,2016,37794,4387,10393300,7396
Accessories,Grooming Tools,TWEEZERMAN,20-06-2017,2017,6792,172,10394900,-3207
Hair,Hair Conditioner,HERBAL ESSENCES,11/7/2017,2017,2711,-2626,10397800,-20503
Hair,Hair Styling,HERBAL ESSENCES,1/2/2016,2016,30933,4373,10396300,13773
Toiletries,Anti-Perspirants,L'oreal,26-04-2016,2016,6771,-912,10399100,-10811
Hair,Hair Colours,Matrix,18-04-2017,2017,8390,-4225,10410200,-13241
Mens,Facial Cleansers,DOVE,7/3/2017,2017,2232,10944,10416200,-2927
Mens,Anti-Perspirants,LYNX,29-11-2016,2016,26668,2619,10421600,2273
Mens,Body Sprays,FCUK,20-12-2016,2016,8875,-317,10421900,4979
Accessories,Hold Ups,ARISTOC,6/6/2017,2017,720,-717,10427100,-1518
Accessories,Hair Decorations,SCUNCI,1/11/2016,2016,6514,5309,10425800,4966
Toiletries,Hand Wash,L'oreal,28-12-2015,2015,2875,4185,10431300,-30957
Accessories,Hair Combs/Brushes,TANGLE TEEZER,1/2/2016,2016,8361,2909,10434500,6190
Toiletries,Body Moisturisers,Clairol,16-05-2017,2017,804,-196,10436300,-5499
Mens,Facial Scrubs,BULLDOG,3/5/2016,2016,801,2042,10441500,10081
Toiletries,Sanitary Towels,Shiseido,26-09-2017,2017,25345,-201,10442700,-4945
Toiletries,Soaps,Neutrogena,3/5/2016,2016,3011,-1306,10447500,-4153
Toiletries,Shower Gels,Clairol,4/7/2017,2017,26806,3987,10446200,3440
Hair,Hair Conditioner,Matrix,10/10/2017,2017,25325,2897,10449100,10631
Mens,Facial Moisturisers,L'OREAL,11/7/2017,2017,8852,584,10449700,15187
Hair,Hair Styling,Clairol,31-05-2016,2016,2003,6320,10451400,5685
Mens,After Shaves,LYNX,3/5/2016,2016,655,-4123,10459100,-15298
Hair,Hair Shampoo,TRESEMME,24-01-2017,2017,25534,1886,10460400,13076
Toiletries,Soaps,L'oreal,21-12-2015,2015,3716,6203,10463700,7227
Toiletries,Soaps,Shiseido,3/5/2016,2016,802,-695,10469300,-1809
Mens,Hair Styling,GRIZZLY BEARD,12/4/2016,2016,1435,2596,10471800,4314
Mens,After Shaves,LYNX,16-05-2017,2017,651,-1526,10480700,-17398
Mens,Anti-Perspirants,RIGHT GUARD,16-08-2016,2016,17028,-184,10480200,-16902
Accessories,Hair Decorations,KITSCH,4/7/2017,2017,2029,1094,10483500,-24114
Toiletries,Anti-Perspirants,Aveda,14-02-2017,2017,2365,6719,10481800,7737
Toiletries,Soaps,L'oreal,4/10/2016,2016,2710,3229,10484200,-17116
Mens,Anti-Perspirants,FCUK,14-03-2017,2017,3721,3804,10485100,-4950
Mens,Hair Shampoo,TONI & GUY,26-09-2017,2017,888,1114,10487700,6712
Mens,Hair Styling,MR,22-08-2017,2017,1099,4376,10491800,14161
Hair,Hair Colours,L'oreal,16-05-2017,2017,8229,12778,10492200,40128
Toiletries,Hand Wash,Olay,22-02-2016,2016,24163,2148,10490900,2935
Accessories,Nail Care Access.,LEIGHTON DENNY,20-12-2016,2016,1083,306,10492600,2824
Mens,Hair Styling,MR,21-03-2017,2017,898,1318,10491500,7545
Mens,Hair Styling,FUDGE,23-08-2016,2016,3023,9161,10494800,-61413
Accessories,Hair Decorations,KITSCH,25-10-2016,2016,1140,-7356,10495000,-36332
Accessories,Nail Enamel Removers,ELEGANT TOUCH,21-03-2017,2017,725,418,10499200,11036
Hair,Hair Shampoo,Pantene,17-05-2016,2016,37239,4344,10502800,3926
Accessories,Body Exfoliators,ECOTOOLS,2/8/2016,2016,729,219,10503600,8874
Hair,Hair Colours,Neutrogena,26-09-2017,2017,8358,-604,10507300,799
Accessories,Wash Accessories,BOTANICS,8/2/2016,2016,8805,587,10511000,941
Hair,Hair Shampoo,Garnier,28-12-2015,2015,5863,2894,4521100,7299
Toiletries,Anti-Perspirants,Crest,1/11/2016,2016,1434,2258,10512300,11007
Hair,Hair Styling,Olay,22-02-2016,2016,24177,771,10514000,3600
Mens,Hair Shampoo,GRIZZLY BEARD,9/11/2015,2015,902,1149,10523200,6559
Hair,Hair Colours,Dove,23-11-2015,2015,8665,2908,10528400,9577
Toiletries,Soaps,Clairol,16-08-2016,2016,801,-692,10528100,-110
Toiletries,Hand Wash,Crest,20-09-2016,2016,8659,-2977,10529900,-11745
Toiletries,Shower Gels,Crest,11/1/2016,2016,25532,1725,10531600,11934
Accessories,False Nails,NAILENE,3/1/2017,2017,6713,4190,10533800,76926
Mens,Hair Styling,VO5,9/11/2015,2015,30911,3615,10533700,9625
Accessories,Grooming Tools,CHAMPNEYS,13-12-2016,2016,8717,15882,10536300,17600
Mens,Facial Cleansers,DOVE,1/11/2016,2016,3011,-806,10536500,-6897
Accessories,Hair Decorations,DISNEY,28-12-2015,2015,812,1200,10543300,3814
Hair,Hair Colours,Crest,30-08-2016,2016,37861,4262,10548400,8001
Mens,Shower Gels,FCUK,30-05-2017,2017,1433,219,10554200,5006
Hair,Hair Conditioner,Aveda,23-05-2017,2017,2017,3863,10551800,8063
Accessories,Nail Care Access.,TWEEZERMAN,31-01-2017,2017,1079,524,10554300,4318
Accessories,Hair Combs/Brushes,BABYLISS,2/5/2017,2017,4415,1316,10557700,997
Mens,Hair Shampoo,TONI & GUY,10/10/2017,2017,806,-997,10555600,-2454
Hair,Hair Shampoo,Crest,27-12-2016,2016,14276,4246,10558900,14174
Hair,Hair Styling,Clairol,16-11-2015,2015,8410,-2963,10561500,-7308
Mens,Facial Cleansers,NIVEA,21-02-2017,2017,2006,-152,10565900,-23898
Mens,After Shaves,LYNX,26-04-2016,2016,651,-4639,10568800,-12846
Hair,Hair Conditioner,Dove,9/11/2015,2015,17066,-1474,10574800,-16725
Mens,Body Sprays,SUPERDRY,28-03-2017,2017,816,-102,10576200,3502
Toiletries,Anti-Perspirants,Crest,12/7/2016,2016,17121,-476,10579100,-22881
Mens,Anti-Perspirants,RIGHT GUARD,3/5/2016,2016,17168,620,10580700,-14849
Mens,Grooming Tools,MEN-U,22-11-2016,2016,888,752,10579500,2875
Hair,Hair Conditioner,Garnier,29-03-2016,2016,19217,539,480900,2769
Mens,Anti-Perspirants,MITCHUM,2/11/2015,2015,4432,3667,10586700,6458
Toiletries,Soaps,Nivea,13-09-2016,2016,2027,976,10589500,-7830
Accessories,Lipsalves/Balms,LIPCOTE,5/9/2017,2017,2045,-14564,10593300,-94791
Accessories,Lipsalves/Balms,LIPCOTE,9/11/2015,2015,2369,5759,10593900,1683
Hair,Hair Conditioner,TRESEMME,15-08-2017,2017,3025,7795,10592100,-65618
Accessories,False Eyelashes,RAPID LASH,6/12/2016,2016,805,-259,10594400,-6750
Accessories,Hair Tools & Accs,INVISIBOBBLE,31-05-2016,2016,2713,-615,10599900,-16707
Mens,Facial Cleansers,L'OREAL,31-01-2017,2017,8368,353,10612700,3078
Accessories,Nail Care Access.,ELEGANT TOUCH,24-05-2016,2016,2266,-2328,10630600,-23727
Mens,Hair Styling,MR,18-07-2017,2017,730,691,10633200,999
Hair,Hair Styling,Neutrogena,2/5/2017,2017,37252,3991,10642900,3431
Accessories,Grooming Tools,TWEEZERMAN,29-03-2016,2016,6793,332,10641300,6173
Accessories,Nail Care Products,OPI,17-10-2017,2017,798,2226,10644900,17622
Mens,Anti-Perspirants,NIVEA,6/12/2016,2016,36851,-10110,10643200,-10349
Hair,Hair Colours,L'oreal,11/4/2017,2017,8626,9565,10645800,-12781
Toiletries,Anti-Perspirants,Clairol,26-09-2017,2017,16917,1197,10648400,-13220
Toiletries,Soaps,Crest,16-05-2017,2017,2727,-22222,10651800,-66266
Accessories,Hair Decorations,SCUNCI,10/10/2017,2017,6790,1409,10650200,4253
Mens,Shower Gels,FCUK,3/1/2017,2017,2363,955,10652800,1557
Mens,Hair Shampoo,GRIZZLY BEARD,7/2/2017,2017,656,-4452,10657800,-11503
Mens,After Shaves,LYNX,10/10/2017,2017,715,-366,10658600,-4195
Toiletries,Talcum Powders,Pantene,26-07-2016,2016,1140,-6884,10660100,-34898
Mens,Hair Styling,TONI & GUY,21-12-2015,2015,7911,5802,10665300,-48108
Mens,Anti-Perspirants,L'OREAL,25-07-2017,2017,37208,6471,10664700,4141
Accessories,Nail Care Access.,TWEEZERMAN,11/10/2016,2016,801,527,10668100,693
Toiletries,Shower Gels,Nivea,22-11-2016,2016,25410,-1517,10669500,-4785
Accessories,Hair Combs/Brushes,DENMAN,11/1/2016,2016,13478,2357,10673200,27123
Accessories,Cosmetic Applicators,ECOTOOLS,11/4/2017,2017,2257,-11891,10677200,-40752
Mens,Hair Shampoo,TONI & GUY,17-05-2016,2016,896,-416,10675500,3393
Mens,Shower Gels,DOVE,28-02-2017,2017,8663,-2529,10676200,-8628
Accessories,Bathroom Products,ESSENTIALS ACCESSO,25-01-2016,2016,1102,3967,10679000,17146
Mens,Anti-Perspirants,L'OREAL,31-01-2017,2017,47415,-1725,10679200,-2283
Accessories,Hair Combs/Brushes,TANGLE TEEZER,25-10-2016,2016,8366,2058,10682700,7971
Accessories,Hold Ups,ARISTOC,10/10/2017,2017,1080,2703,10682400,7594
Mens,Hair Shampoo,GRIZZLY BEARD,7/6/2016,2016,653,-2871,10686000,-9782
Hair,Hair Styling,Clairol,7/2/2017,2017,36880,-7753,10685800,-7462
Mens,Facial Cleansers,NIVEA,14-02-2017,2017,1979,-11879,10687800,-81385
Accessories,Nail Enamel Removers,ELEGANT TOUCH,2/5/2017,2017,800,576,10687100,-102
Accessories,Jewellery,ACCESSORY CROSSING,4/1/2016,2016,25311,2384,10690000,9602
Hair,Hair Shampoo,Pantene,5/7/2016,2016,8397,3535,10695300,8304
Mens,Shower Gels,LYNX,26-09-2017,2017,25394,-3271,10696000,-15785
Hair,Hair Styling,Shiseido,28-06-2016,2016,47480,24238,10695600,30427
Accessories,Beauty Foot Care Acc,TWEEZERMAN,27-09-2016,2016,816,-693,10701400,-555
Toiletries,Soaps,Dove,22-03-2016,2016,8787,642,10711600,901
Toiletries,Shower Gels,Garnier,8/8/2017,2017,37053,-7349,10711500,-7238
Toiletries,Shower Gels,Olay,14-03-2017,2017,47492,23381,10722700,29605
Hair,Hair Conditioner,Olay,19-07-2016,2016,47487,19827,10727800,27427
Hair,Hair Styling,Nivea,10/10/2017,2017,8650,15732,10728000,13529
Mens,Razors & Blades,WILKINSON SWORD,17-05-2016,2016,14333,3275,10733000,4411
Accessories,False Eyelashes,EYLURE,22-02-2016,2016,47504,-5782,10731500,-10193
Mens,Anti-Perspirants,NIVEA,16-11-2015,2015,26750,-8215,10733700,-7367
Mens,Facial Scrubs,BULLDOG,7/2/2017,2017,798,-4748,10734500,-28074
Mens,Anti-Perspirants,GILLETTE,5/7/2016,2016,4967,5396,10739900,-40399
Mens,Shower Gels,NIVEA,19-09-2017,2017,14253,1020,10747900,10699
Hair,Hair Shampoo,Aveda,7/3/2017,2017,37211,5855,10750600,5406
Accessories,Nail Care Products,SENSATIONAIL,3/10/2017,2017,2238,6007,10757500,17487
Toiletries,Anti-Perspirants,Dove,22-11-2016,2016,1432,1808,10758700,8260
Accessories,Bathroom Products,ESSENTIALS ACCESSO,28-02-2017,2017,729,1671,10763500,12100
Mens,Hair Colours,JUST FOR MEN,12/7/2016,2016,8623,-316,10764000,1586
Mens,Hair Styling,VO5,4/10/2016,2016,26722,13815,10771000,-11878
Mens,Hair Styling,VO5,24-05-2016,2016,37233,10147,10792800,7550
Hair,Hair Conditioner,L'oreal,21-06-2016,2016,4164,32828,10794700,3688
Toiletries,Soaps,Matrix,10/1/2017,2017,6516,5524,10793400,8286
Accessories,Hair Decorations,SCUNCI,18-07-2017,2017,8841,1523,10802500,11163
Hair,Hair Styling,Crest,2/11/2015,2015,26907,-5662,10812400,-4833
Mens,Anti-Perspirants,DOVE,13-09-2016,2016,26754,-3981,10814500,-4159
Mens,Hair Styling,TONI & GUY,9/8/2016,2016,6805,-828,10817200,-9674
Accessories,Bathroom Products,S&G BATH ACCESS,13-06-2017,2017,3005,-3804,10818900,-14468
Hair,Hair Shampoo,Matrix,2/11/2015,2015,28345,-11049,10826700,-29238
Hair,Hair Shampoo,HERBAL ESSENCES,25-07-2017,2017,37090,-3480,10828600,-3198
Toiletries,Hand Wash,Dove,27-12-2016,2016,804,1011,10830100,1627
Mens,Facial Scrubs,NIVEA,17-05-2016,2016,820,276,10828600,6548
Toiletries,Talcum Powders,Garnier,4/1/2016,2016,2023,1177,10829900,-19142
Mens,Shower Gels,L'OREAL,14-03-2017,2017,8625,4740,10833400,14519
Accessories,False Eyelashes,RAPID LASH,4/10/2016,2016,817,1382,10833600,5111
Toiletries,Soaps,Olay,7/12/2015,2015,1144,-5050,10841000,-23182
Toiletries,Shower Gels,Neutrogena,4/7/2017,2017,17064,-642,10839700,-25316
